production_countries,id,Action,Animation,Aventure,Comédie,Crime,Documentaire,Drame,Familial,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Thriller,Téléfilm,Western
0,987686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,13654,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1280672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10843,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,10025,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
0,224141,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,939335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,37056,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,257091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,582570,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2069,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,9691,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,172,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,10947,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
0,74018,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,1313194,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,199,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,10466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,882059,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,325133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9007,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,124459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1001311,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,801,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,35056,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2640,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11069,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,8388,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,656663,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,526,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1149167,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,52449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1254786,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,6415,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,32823,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1034062,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,508570,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,567604,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,646097,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2609,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20760,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8012,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,9354,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,996821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1339658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,40807,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,80585,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,10134,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,59108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8838,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,397415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,11114,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,831815,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,347626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,300673,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,242042,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,18892,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,9346,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,198277,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,11870,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10587,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9574,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,10159,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1266,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,814776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9954,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,22907,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,9882,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,664469,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,870360,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,9029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,7553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,72358,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,9429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,9678,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,10357,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,11968,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,41283,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,492,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,417870,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,18501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,10045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,429415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,8326,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,540901,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,758009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,926670,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,843847,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1155089,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1051,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,19899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,31606,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1094138,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,442062,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0,2924,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,9542,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,7450,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,670266,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,14709,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,9675,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,16270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,7007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,14362,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,9430,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,16538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,864,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1315986,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1134055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1858,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4954,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7511,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,429197,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,89492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12180,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,9327,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,243684,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,38303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,9386,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,13785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1059064,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,446894,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10136,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9464,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2989,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,176241,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,10135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,533592,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,18331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,48988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,111969,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,10019,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,6877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2332,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,947891,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,96,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6279,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,40805,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,424781,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,11077,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,11509,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,41280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,638974,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,926,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,894205,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,7350,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,59965,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,593910,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,7552,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10328,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,10173,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,76489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,581600,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,93840,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,429473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,9576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,521777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,626393,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8859,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,9890,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,16314,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,59860,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,458253,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,249,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,668461,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,14854,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,13154,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,551824,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1052280,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,638597,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,9957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4587,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,877,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,8346,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,828853,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,9972,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,9410,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,10413,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,10878,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1512623,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,8965,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,17796,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,9846,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5680,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,77953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11355,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1072876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,14742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11050,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1433842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,384682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10837,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,49527,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,9942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9893,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,11191,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,11025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,238751,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,557950,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,413846,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7095,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,11517,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15655,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,751741,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,177494,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10708,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,527435,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,19384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,10756,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0,11006,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,543540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,12556,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,57431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8265,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,29812,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,82682,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1056360,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,460846,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,474335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,168530,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62764,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,16296,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,449503,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9535,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21316,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,9333,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,14367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,616446,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36568,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,378,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5375,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,520023,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,748167,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,14289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,9043,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,775996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,262841,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2661,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13477,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,15573,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,554241,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10611,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,11113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,177,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,14239,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3525,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,11395,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,505600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1097870,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,335778,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,13939,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,28597,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10098,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,67660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,23047,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,425001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,12435,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,23742,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11811,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,425505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,38093,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,82650,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8348,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10047,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,10649,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,21778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,832502,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10861,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,238215,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,13012,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,13813,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,24548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,41210,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,891699,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,8193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,912908,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13836,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
0,1297446,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,2657,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,397422,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,11891,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9809,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,838,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,266294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,860159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,71689,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5236,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,11592,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9622,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,146198,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,862551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16337,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,9490,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15417,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,8834,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,504827,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,10724,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,11335,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,12610,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,433251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10468,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
